,item_no,embedding
1351,BA4035,"[ 0.07456467  0.07206697 -0.16708004 -0.09471811 -0.27717045 -0.46534735
 -0.07888816 -0.4067954   0.31801283  0.09071367  0.34642944  0.14743516
 -0.17313957  0.10104857  0.15248343  0.5322012  -0.09593212  0.23566943
  0.34040898 -0.08790115 -0.14041258 -0.25913882  0.3417713   0.0872563
 -0.27112827 -0.20269276  0.4236238  -0.11100501  0.22935522 -0.21726742
 -0.24302518  0.11848098  0.26749897  0.24247766  0.2699734   0.2190783
  0.11884551  0.09779716 -0.29239875 -0.15650296  0.08555983 -0.01845066
 -0.00150527  0.36430502  0.14051476 -0.10814273  0.25258797 -0.09988367
  0.0615216   0.15803    -0.51042014 -0.19747637  0.22767562 -0.10432339
 -0.03530291 -0.31732124  0.01594392 -0.22066243  0.23505965 -0.02202614
  0.17013894 -0.38254666 -0.28606385 -0.2211901   0.09567986  0.11430358
 -0.03226587  0.1305705  -0.3633924   0.01845879  0.16645151  0.35143432
  0.20132503 -0.5125355   0.1090764   0.12143099  0.2656994   0.07939012
  0.20449826  0.03462913  0.17573918  0.08528435 -0.07991617  0.01817922
  0.00908013 -0.39886594 -0.2672733  -0.05187185 -0.06818078  0.5600751
  0.15668333  0.14008673  0.25593808  0.19663018 -0.25304538  0.4198332
 -0.01462767  0.17839122 -0.5870139  -0.38422492 -0.21798614  0.16565162
 -0.06557142  0.26143634 -0.11812416 -0.19585489  0.07050607  0.17665756
  0.18218505  0.15117303 -0.3237719  -0.19876239 -0.3427608   0.5397246
  0.03283615 -0.19333383 -0.03998751  0.2363531   0.4038522   0.01848044
 -0.16613406 -0.36702552 -0.55117595 -0.2266871  -0.2949887   0.15723687
  0.23048711 -0.01003364]"
1352,CA1590,"[ 0.01169352  0.05140864 -0.1515153  -0.19961378 -0.19854963 -0.46067816
 -0.06982459 -0.38902482  0.31729504  0.0614301   0.29325026  0.08681455
 -0.1896519   0.00098447  0.23996544  0.5090109  -0.12575427  0.288535
  0.29842877  0.00343447 -0.23198101 -0.20534101  0.34741497  0.06076131
 -0.216236   -0.1072199   0.39468104 -0.06848095  0.2602624  -0.25434485
 -0.1722956   0.12678489  0.16477029  0.2345806   0.185922    0.26264712
  0.08969489  0.03310657 -0.3489002  -0.20524311  0.05989876  0.0225601
 -0.03612884  0.39452145  0.1960205  -0.04459608  0.09031512 -0.04188212
  0.00151994  0.01393446 -0.49682668 -0.2465602   0.12829724 -0.00816189
 -0.00936283 -0.22623812 -0.05342259 -0.2248106   0.2434232  -0.0191412
  0.21484251 -0.47208464 -0.36041826 -0.12332544  0.11044477  0.12064736
  0.16395138  0.14078134 -0.32601655  0.08841421  0.15720153  0.3662613
  0.24407178 -0.5269797   0.0928347   0.12467393  0.31044796  0.05664661
  0.08414484  0.08520816  0.01740838  0.10526006 -0.08737808  0.09226732
  0.0562832  -0.3361663  -0.34455496  0.0111991  -0.15855697  0.5271671
  0.16222629  0.17601414  0.2071073   0.26021835 -0.33650318  0.4306934
 -0.05270186  0.1821351  -0.5106821  -0.37960884 -0.08130216  0.11892293
 -0.15002272  0.25285923 -0.10237248 -0.2966047   0.15419605  0.1422022
  0.17229865  0.17234717 -0.25222433 -0.11009023 -0.3051017   0.335201
  0.11700515 -0.15205991  0.01996704  0.14445195  0.28032404  0.04756851
 -0.14144301 -0.4644243  -0.5771999  -0.2796368  -0.36356187  0.2114087
  0.2007975   0.03417887]"
1353,CA1836,"[-0.07151093 -0.0072261  -0.04893406 -0.47972673 -0.17660642 -0.8335399
 -0.2152181  -0.3276799   0.31664428 -0.04662634  0.5129038   0.24016115
  0.02592032 -0.22760051  0.44269535  0.7438104  -0.46291283  0.44805375
  0.22906154  0.01804826 -0.05917203 -0.23572797  0.5673483   0.3448848
 -0.11170585 -0.16325183  0.52786    -0.04617601 -0.01801575 -0.24349234
 -0.4292698   0.4239469   0.18209007 -0.02573005  0.30584696  0.6043872
 -0.24190247  0.22703686 -0.42806613 -0.04873712 -0.0900642   0.304256
 -0.20954128  0.84332794  0.11274927 -0.10511932  0.24870935 -0.19178396
  0.24550396  0.24671504 -0.62751675  0.04649294  0.47883114 -0.05980419
 -0.08936326 -0.727359   -0.0905288  -0.322972    0.34471956 -0.19114421
 -0.05835117 -0.6048445  -0.35971767 -0.17995381  0.24790889  0.02719827
 -0.10898249  0.32148057 -0.3702007   0.14888072  0.18700707  0.32748798
  0.33522022 -0.44176897 -0.05387997 -0.0531993   0.2522136  -0.22476795
  0.07409597  0.31034833 -0.07835203 -0.11633199 -0.01937681  0.10336085
  0.1798512  -0.23337327 -0.55670464  0.06240835 -0.1155902   0.5611828
  0.33095863 -0.00421731  0.4252716   0.1344333  -0.30715114  0.50870353
  0.02350505 -0.00480868 -0.54809415 -0.6770941   0.06806962  0.1620197
  0.07447078  0.25521392  0.11882088 -0.16318333 -0.06424472  0.26946747
  0.2149441   0.11569873 -0.20893988 -0.18894875 -0.5508686   0.6066083
  0.25084496 -0.3267889  -0.2086741   0.40752694  0.24433562  0.32750693
 -0.6684144  -0.51313895 -0.7303755  -0.26468757 -0.19633992  0.3980291
  0.5275444  -0.17991507]"
1354,BA5024,"[ 1.22519240e-01  1.99573077e-02 -8.73862505e-02 -1.45137936e-01
 -3.72662663e-01 -5.39856493e-01 -4.50531542e-02 -3.44992042e-01
  2.98665524e-01  1.79584265e-01  2.58446902e-01  5.46858907e-02
 -1.07134946e-01 -2.92080194e-02  3.24188709e-01  4.75628287e-01
 -8.35969076e-02  3.31703365e-01  3.53885591e-01 -3.48356962e-02
 -1.36067450e-01 -2.86305219e-01  4.35092986e-01  1.26897454e-01
 -1.97884053e-01 -1.32281721e-01  4.79054451e-01 -2.56358907e-02
  1.56215042e-01 -3.23991388e-01 -1.52009964e-01  1.15494311e-01
  1.89394251e-01  2.47498065e-01  2.39238203e-01  3.77894998e-01
 -5.93896285e-02  1.03317425e-02 -2.75378823e-01 -1.30468413e-01
  1.12639651e-01 -5.77479601e-04 -1.13407761e-01  4.61740851e-01
  1.93485931e-01 -2.12702304e-02  3.05104911e-01 -3.09314504e-02
  7.41936341e-02  6.38816655e-02 -5.33177257e-01 -1.98336497e-01
  3.01323533e-01 -9.98405591e-02  8.86631757e-03 -4.14528310e-01
 -2.57664248e-02 -2.54840136e-01  3.53060991e-01 -7.99361914e-02
  1.37217999e-01 -4.50418591e-01 -2.94301808e-01 -1.59894019e-01
  6.97020367e-02  4.98010442e-02  1.05761811e-02  2.34268039e-01
 -3.74758065e-01  4.65409160e-02  9.80997384e-02  3.61997694e-01
  2.33524680e-01 -5.30095220e-01  1.41612530e-01  8.29071701e-02
  1.61424935e-01  9.91585329e-02  2.69304127e-01  5.13567924e-02
  7.04467446e-02  1.99811816e-01  3.92820686e-04  1.09843463e-01
  4.24943417e-02 -3.95234585e-01 -2.35601544e-01  7.50849396e-03
 -1.15492992e-01  4.73574162e-01  2.79572785e-01  2.54294455e-01
  2.32314914e-01  2.91192979e-01 -2.54570186e-01  4.88350034e-01
  5.94751090e-02  1.56269938e-01 -4.69085902e-01 -3.95145863e-01
 -2.43748158e-01  9.30848643e-02 -6.39069006e-02  2.83835709e-01
 -1.02262773e-01 -1.30237475e-01  1.51687592e-01  2.32735187e-01
  1.66934446e-01  1.12599477e-01 -3.58430296e-01 -1.53265208e-01
 -2.33830497e-01  4.90893424e-01  1.67384148e-01 -1.70831263e-01
  6.76178187e-03  2.00945482e-01  3.89498919e-01  7.72108734e-02
 -2.77829438e-01 -4.55878407e-01 -4.76648867e-01 -3.31517816e-01
 -2.37129286e-01  1.16703466e-01  3.19651246e-01 -7.26146251e-02]"
1355,BA5746,"[ 0.04818006  0.01284212 -0.06277848 -0.17193997 -0.29160807 -0.4028265
 -0.08974735 -0.31186405  0.24853347  0.11791518  0.24854675  0.06562369
 -0.20107877  0.01504268  0.23811188  0.46053562 -0.06428083  0.27355403
  0.32194382 -0.01845622 -0.1900092  -0.2112329   0.33506748  0.03547872
 -0.22835833 -0.08206522  0.4556558  -0.00770701  0.21791646 -0.2423226
 -0.16785888  0.11064515  0.19373111  0.3297855   0.1892552   0.31359744
  0.04831393  0.0993046  -0.3452574  -0.11499131  0.02885339  0.03824846
 -0.08503227  0.37059402  0.18318737 -0.04842304  0.18487076 -0.02149462
  0.05222196  0.08379393 -0.49586886 -0.28727943  0.20194712 -0.07207762
  0.0137191  -0.22622724 -0.03825938 -0.19976759  0.30942854 -0.07663601
  0.13019791 -0.46367335 -0.32319587 -0.10701049  0.1141684   0.12141889
  0.02505105  0.21724755 -0.33911508  0.07724492  0.13221233  0.31403735
  0.18180454 -0.49553072  0.02322663  0.08487065  0.21529889  0.11319561
  0.16091418  0.09418915  0.02385466  0.1644354  -0.02039243  0.09398336
  0.04127298 -0.3313474  -0.23986903 -0.05065364 -0.07959945  0.43983078
  0.16282281  0.14971332  0.19255021  0.30863824 -0.26065964  0.41741437
 -0.05977392  0.16555372 -0.55534667 -0.3761407  -0.18207106  0.11529664
 -0.08675342  0.29747266 -0.07199975 -0.29429138  0.14983305  0.15374926
  0.17712961  0.06335831 -0.33233133 -0.11509418 -0.23068263  0.3912577
  0.1332553  -0.13407537 -0.00410649  0.21313763  0.34167698  0.06232599
 -0.180439   -0.40617585 -0.51932216 -0.30419064 -0.30410993  0.12781377
  0.25565764 -0.04680512]"
1356,CA783,"[ 0.01870017  0.01428218 -0.10136461 -0.2648731  -0.2919357  -0.5579749
 -0.15890713 -0.3688401   0.25795123  0.05877116  0.3172393   0.18507844
 -0.14819327 -0.03623407  0.17893031  0.53621364 -0.18629569  0.37795132
  0.28840715  0.02960415 -0.10843489 -0.1584174   0.34431136  0.13518357
 -0.13992551 -0.02330941  0.43195271  0.00656955  0.1770975  -0.26875243
 -0.22581014  0.13677523  0.15539494  0.22666109  0.24095508  0.34950608
  0.02325562  0.08210516 -0.32344395 -0.11179098 -0.06109206  0.06839456
 -0.11976151  0.46366978  0.14744535 -0.10925131  0.2517497  -0.05044641
  0.14855859  0.11556888 -0.47196683 -0.22782366  0.24492867 -0.06276715
  0.02384363 -0.3713984  -0.01357645 -0.1644326   0.3254135  -0.08191779
  0.16355735 -0.51428866 -0.37903482 -0.14163598  0.12506273  0.12824497
  0.01105177  0.19252953 -0.37890607  0.02698017  0.07101759  0.23905095
  0.23995402 -0.3920363   0.02800022  0.05638204  0.25569397 -0.05380322
  0.08435793  0.10652228 -0.05285031  0.12741219 -0.01021976  0.15396225
  0.07686517 -0.31604093 -0.3170482  -0.03880551 -0.03675143  0.3673762
  0.14095172  0.09952453  0.2639408   0.33315882 -0.2225382   0.46581244
 -0.00671141  0.1195844  -0.57271165 -0.44773364 -0.09309005  0.10905106
 -0.01881751  0.31181782 -0.00311743 -0.32488126  0.11039508  0.23852015
  0.24393076  0.05863234 -0.32163024 -0.05902363 -0.3907566   0.34262738
  0.0964091  -0.08704007 -0.05476918  0.24537122  0.33362678  0.1664212
 -0.2539873  -0.44569787 -0.53961486 -0.27184618 -0.26806015  0.19184817
  0.23130274 -0.03698198]"
1357,BA4241,"[ 0.02890315  0.0075069  -0.06561474 -0.19605713 -0.21873549 -0.5820435
 -0.11248949 -0.398977    0.2725327   0.14473554  0.38930786  0.20922527
 -0.12247271 -0.10861918  0.23052672  0.5428438  -0.08066442  0.3432953
  0.3185758   0.05685729 -0.1413141  -0.2019819   0.41307914  0.15715307
 -0.16975945 -0.11267389  0.4305237  -0.00539795  0.15516582 -0.22070679
 -0.26098537  0.14172898  0.22077264  0.18933845  0.27830324  0.2954498
 -0.00271287  0.10728471 -0.3738957  -0.0869223   0.01600921  0.04528837
 -0.10523273  0.42912725  0.1769861  -0.0939348   0.2716206  -0.15193135
  0.09732271  0.11098722 -0.48590404 -0.16642393  0.3977339  -0.06631847
 -0.02846512 -0.39292616 -0.00669474 -0.2515056   0.28611943 -0.1719043
  0.16939202 -0.40268195 -0.32879674 -0.22068927  0.17690843  0.11413287
 -0.00105234  0.21951172 -0.390011    0.03428077  0.19140744  0.30136773
  0.27963877 -0.47117794 -0.02693946  0.07300653  0.26180953 -0.12947407
  0.15840125  0.17450787 -0.00494184  0.0913687  -0.08409079 -0.00957992
  0.00552703 -0.3484107  -0.32580432 -0.02166542 -0.05726486  0.48741665
  0.18801448  0.04909506  0.26994866  0.24470401 -0.2692497   0.4295269
 -0.00149897  0.13661835 -0.51103663 -0.5407281  -0.09713382  0.13112816
 -0.0050185   0.29450333 -0.03298978 -0.23792593 -0.04646898  0.3016143
  0.17726278  0.10600278 -0.26387492 -0.1642209  -0.35846102  0.4562292
  0.18815783 -0.08647423 -0.09296022  0.23527938  0.39345762  0.10507231
 -0.3143972  -0.3685592  -0.54382986 -0.29434854 -0.27767295  0.23740937
  0.26484913 -0.07582083]"
1358,BA6680,"[ 0.06646509  0.0618284  -0.14522532 -0.09959732 -0.22445247 -0.4691897
 -0.03092416 -0.33701664  0.3202657   0.0786811   0.27922073  0.12070002
 -0.15616399  0.01311923  0.12042741  0.532163    0.00623529  0.3569401
  0.36698145 -0.094951   -0.18227364 -0.334905    0.34787047  0.07124925
 -0.2585595  -0.09770636  0.44614047 -0.06420783  0.22733957 -0.23174813
 -0.17907156  0.12123576  0.22077663  0.25648543  0.27012423  0.2814149
  0.12548092 -0.01505454 -0.33617592 -0.15616246  0.10806517 -0.00101075
 -0.03788137  0.37375718  0.16262504 -0.04949868  0.12341042 -0.04837503
  0.08201755  0.07574435 -0.43731135 -0.311705    0.25337893 -0.03643091
 -0.03923586 -0.28172714 -0.06676739 -0.17415     0.27066365  0.02183161
  0.18477792 -0.4827307  -0.31323123 -0.16768578  0.06894047  0.0858954
  0.04286816  0.2222231  -0.3505872   0.00942041  0.14993227  0.3266346
  0.19520971 -0.57005656  0.12576187  0.12029839  0.193218    0.12737256
  0.19845659  0.18522723  0.05144412  0.13584565 -0.07040927  0.06243394
  0.03166605 -0.4343869  -0.2022364  -0.10626658 -0.10999508  0.5594837
  0.26618555  0.22107159  0.20969358  0.36991248 -0.2889362   0.41821837
  0.04444933  0.19393659 -0.60832006 -0.3639778  -0.21242008  0.07792281
 -0.04612371  0.25932628 -0.16838124 -0.27704108  0.17459607  0.17620736
  0.10001884  0.12675549 -0.29151627 -0.11931951 -0.21918721  0.42544448
  0.09528358 -0.18710005  0.00666435  0.2066936   0.4404722  -0.00767916
 -0.1153108  -0.40767753 -0.559058   -0.35475737 -0.36742783  0.07671253
  0.2654839  -0.02711301]"
1359,CA1535,"[ 0.12967885  0.11855861 -0.21831357 -0.21730873 -0.34387612 -0.46712053
 -0.09722671 -0.3320759   0.3608517   0.07238017  0.36531577  0.13294744
 -0.24663389  0.04498734  0.2647289   0.50935626  0.00722098  0.16094527
  0.35871524 -0.04087723 -0.2853645  -0.14605445  0.40630856  0.0889934
 -0.30181837 -0.18370692  0.47106385 -0.07638331  0.29045364 -0.33356136
 -0.14003286  0.0434515   0.20938645  0.34547013  0.22243798  0.3414381
  0.04915149  0.16487637 -0.43033463 -0.15679097  0.0303091   0.10284652
 -0.0382642   0.43463683  0.14469981 -0.18870203  0.22641605 -0.13053012
 -0.00848185  0.09884796 -0.5483116  -0.40573233  0.19354916 -0.17381328
 -0.15708184 -0.26287138  0.08222239 -0.23443587  0.1961787  -0.04378995
  0.286227   -0.44321352 -0.2122055  -0.19783387  0.222644    0.15013474
  0.00620775  0.31279045 -0.25232774  0.07101691  0.2142429   0.48335338
  0.18321988 -0.5073826   0.13146722  0.08684121  0.18977255  0.18376097
  0.27894607  0.01938361  0.15960343  0.152325   -0.00894788  0.01464885
 -0.04623752 -0.47187197 -0.33485     0.0030449  -0.09674895  0.50031984
  0.14742327  0.13122071  0.217071    0.14012817 -0.20733897  0.40847045
  0.0076964   0.21586812 -0.70509386 -0.3994541  -0.15071136  0.19730979
 -0.21785522  0.29075283 -0.08853622 -0.21516119  0.09770846  0.15309235
  0.14771663  0.11339023 -0.47957075 -0.26045084 -0.2665258   0.5811873
  0.0130389  -0.28978297  0.06720224  0.31721184  0.37421328  0.03186177
 -0.2798328  -0.45382318 -0.53141594 -0.36122796 -0.26299858  0.05847467
  0.21556133 -0.07206413]"
1360,CA2050,"[ 3.90233919e-02  1.14067771e-01 -2.16412961e-01 -2.35810816e-01
 -3.25664580e-01 -5.31626344e-01 -1.68767795e-01 -3.09964240e-01
  3.35656226e-01 -1.74101815e-03  3.75160635e-01  2.03984648e-01
 -2.28290468e-01  4.12381813e-02  2.64567554e-01  5.48277617e-01
 -9.07286927e-02  2.99702615e-01  3.86359036e-01 -5.67652583e-02
 -2.07346380e-01 -2.14905679e-01  3.55840445e-01  1.34575754e-01
 -3.24394196e-01 -2.61169136e-01  4.42532748e-01 -3.35490108e-02
  2.37204939e-01 -4.01136130e-01 -2.71886468e-01  1.57886341e-01
  2.92394936e-01  2.99779594e-01  2.19952032e-01  3.26256335e-01
  9.59556475e-02  1.60122305e-01 -3.80791306e-01 -1.87423110e-01
  1.23607144e-01  1.23286627e-01  6.78334981e-02  5.15434325e-01
  1.61844283e-01 -1.96845606e-01  2.08158404e-01 -1.50925487e-01
  6.86869845e-02  6.29078373e-02 -5.37227511e-01 -2.98851669e-01
  1.85183078e-01 -1.56212330e-01 -1.32248700e-01 -3.25288594e-01
  5.76373376e-02 -2.98626244e-01  2.88393587e-01 -3.73765677e-02
  2.74121016e-01 -4.38634098e-01 -2.84112275e-01 -2.69869685e-01
  2.26898625e-01  1.29006624e-01  2.64820457e-03  2.02031702e-01
 -2.61065006e-01  9.51963663e-02  1.51786894e-01  4.31714833e-01
  1.60026342e-01 -7.43103862e-01  1.92635238e-01  9.04622227e-02
  2.02723175e-01  1.87684685e-01  2.65788347e-01  7.47397915e-02
  1.11674204e-01  6.22845590e-02 -8.07185620e-02  1.58306241e-01
  8.62211734e-03 -4.71522629e-01 -2.93740183e-01 -6.12482652e-02
 -1.15258023e-01  6.19475901e-01  2.46320128e-01  1.19526371e-01
  3.51032615e-01  1.69151962e-01 -3.22096497e-01  4.63909864e-01
 -2.21842006e-02  2.93975919e-01 -7.29424357e-01 -4.56845611e-01
 -1.11707740e-01  1.89217538e-01 -1.16000898e-01  2.90074676e-01
 -1.38388723e-01 -2.70964921e-01 -7.51731545e-03  7.91248307e-02
  1.86847076e-01  1.42092258e-01 -3.98497552e-01 -2.53352195e-01
 -3.04241300e-01  6.55226707e-01  8.45861658e-02 -3.22100401e-01
  2.15192586e-02  2.70986915e-01  4.01809543e-01  3.02799046e-04
 -2.05974609e-01 -5.09543240e-01 -5.73078156e-01 -3.49617809e-01
 -3.54871809e-01  1.72037989e-01  2.21869767e-01 -7.31988102e-02]"
1361,BA6435,"[ 0.0598966   0.03018979 -0.13996735 -0.19517834 -0.23788553 -0.48624653
 -0.11441869 -0.40304345  0.2842233   0.11504076  0.25169957  0.10067523
 -0.14067245 -0.00817416  0.11990281  0.39557558 -0.12396532  0.32981083
  0.41907954 -0.03914324 -0.07690063 -0.28572303  0.33670044  0.11582813
 -0.1246142  -0.09354316  0.41332886 -0.06457759  0.21183059 -0.24625576
 -0.2769174   0.1115631   0.20369585  0.23834783  0.20928288  0.32800537
 -0.02400161  0.06182964 -0.2624916  -0.19825411  0.06579894  0.02685743
 -0.16904898  0.33769143  0.14084114 -0.06107716  0.22634956 -0.05433814
  0.10473014  0.04971617 -0.47090513 -0.1028267   0.23340072 -0.05142845
  0.00300503 -0.38757503 -0.09114729 -0.22913933  0.30770022 -0.00381487
  0.2238038  -0.44599915 -0.4053327  -0.05785498  0.09777799  0.02898482
  0.01266266  0.2328026  -0.35767442  0.04175915  0.16757096  0.299099
  0.18017107 -0.43904984  0.07659208  0.05166294  0.21574381  0.05897503
  0.13287458  0.18381213 -0.02573571  0.13553417  0.02727254  0.04190332
  0.03195762 -0.38784766 -0.27910754 -0.04242673 -0.05010821  0.45819873
  0.13954896  0.19993658  0.12771827  0.34794518 -0.21747008  0.46073592
  0.0981704   0.11404172 -0.49500886 -0.48974076 -0.19722888  0.07814955
 -0.05419626  0.27034974 -0.01852871 -0.29506266  0.11626977  0.2673281
  0.12765506  0.02198842 -0.25487804 -0.03077276 -0.32252192  0.38440898
  0.17073405 -0.13395196 -0.03491098  0.21771356  0.32404125  0.1164202
 -0.2707805  -0.4591945  -0.53208935 -0.2768768  -0.2814417   0.09261443
  0.31898662 -0.03561676]"
1362,CA2382,"[ 0.0399622  -0.07525174  0.02384104 -0.28884694 -0.12806672 -0.36497802
 -0.06589003 -0.14074767  0.1857472   0.01578576  0.47407922  0.12923017
 -0.08937398 -0.1745039   0.33578807  0.5620718  -0.20512092  0.2277914
  0.00280426  0.08034799  0.06588046  0.08996252  0.3735044   0.06149727
 -0.22100449 -0.16954109  0.34531784  0.14497732  0.10287987 -0.3810568
 -0.23814724  0.22181395  0.16803855  0.15891412  0.1640186   0.3836015
 -0.21475062  0.23070005 -0.36212677 -0.0193051  -0.13066503  0.2545857
 -0.14844961  0.59659666  0.17993285 -0.06649159  0.38597167 -0.23801506
  0.01258763  0.14499113 -0.48381746 -0.04591449  0.2301152  -0.07212132
 -0.14780109 -0.37468565  0.09555741 -0.12062407  0.16229686 -0.24062401
  0.02587377 -0.44763774 -0.1412345  -0.22500303  0.27906835  0.2207213
  0.08289908  0.11046127 -0.30328733  0.24453583  0.12083969  0.32213652
  0.38552603 -0.30866864 -0.18564337 -0.06952675  0.01718029 -0.14846879
  0.25106466  0.01049174  0.11514311 -0.09007238 -0.05441331  0.1253733
  0.11443932 -0.20307592 -0.32985854  0.14212415  0.02728328  0.4179265
  0.07108583 -0.10601618  0.42477143 -0.08710551 -0.03935     0.3141548
 -0.14616987  0.07631428 -0.40261915 -0.37402794  0.18601337  0.21698058
 -0.07658906  0.13491511 -0.03346763 -0.13445762 -0.11340801 -0.00940221
  0.15921067  0.16325685 -0.28862396 -0.3371087  -0.50246835  0.51679933
  0.01178385 -0.2014977  -0.08143587  0.26821858  0.08460157  0.19732687
 -0.5407719  -0.2404289  -0.25866866 -0.11312449  0.0575299   0.21313943
  0.19260411 -0.07349317]"
1363,BA5185,"[ 0.02124675  0.16259748 -0.07338344 -0.13945706 -0.21218875 -0.52294695
 -0.03422435 -0.36171395  0.3651559   0.10461113  0.329702    0.05179297
 -0.08541276 -0.0404026   0.24704397  0.568262   -0.12445187  0.33748183
  0.2948386  -0.11303019 -0.16757652 -0.21685317  0.34776187  0.16531777
 -0.15862036 -0.1075173   0.4444391  -0.02423218  0.11471646 -0.31459874
 -0.18457897  0.1451966   0.19929664  0.28219816  0.23428622  0.4133225
 -0.06478981 -0.01158334 -0.2521587  -0.0958887   0.06055266  0.0892391
 -0.07088912  0.41624236  0.13167797 -0.11797571  0.20125964 -0.0467292
  0.13373598  0.05300753 -0.42334658 -0.21039714  0.26460952 -0.16777939
 -0.08719412 -0.27657324 -0.0177677  -0.24636793  0.24525219 -0.02991892
  0.21911816 -0.46580446 -0.33705196 -0.14818665  0.16111743 -0.00177291
  0.07248953  0.19982448 -0.34840357  0.02028131  0.16888642  0.31997287
  0.29449755 -0.5329226   0.25824738 -0.01225616  0.24565184  0.06718348
  0.20014444  0.09909531 -0.02317779  0.17935793 -0.03444389  0.123026
 -0.02808409 -0.39668426 -0.31143105 -0.06548541 -0.11150566  0.48981506
  0.22432911  0.13241987  0.31391263  0.32882783 -0.20364612  0.42386523
  0.03609729  0.23105744 -0.5113153  -0.4909692  -0.13476166  0.09269366
 -0.08384049  0.30871013 -0.085005   -0.21777774  0.1297196   0.20975909
  0.19370191  0.12351049 -0.28332543 -0.11224831 -0.21409522  0.44636512
  0.14631787 -0.23843312 -0.05689257  0.2910287   0.38789833  0.03871742
 -0.1728445  -0.47978988 -0.4944302  -0.40733534 -0.3234554   0.11870311
  0.2708753  -0.05353984]"
1364,BA5582,"[-0.0421      0.03894725 -0.12773907 -0.25464988 -0.31775844 -0.5828796
 -0.11041178 -0.33330306  0.28580078  0.04686382  0.3544127   0.10524607
 -0.11112065 -0.11257935  0.24257985  0.6040665  -0.22036529  0.43863937
  0.29860437  0.23378462 -0.10092604 -0.21912766  0.43544874  0.08901424
 -0.3461365  -0.15271     0.52785313  0.10061762  0.18904865 -0.29587725
 -0.3362651   0.1895161   0.21674515  0.22777492  0.27741498  0.48463577
 -0.01992298  0.06451598 -0.33825797 -0.19306709 -0.04934503  0.09167456
 -0.10796756  0.5351525   0.21558599 -0.04671651  0.1802351  -0.06946077
  0.09540007  0.12678573 -0.5939775  -0.07457097  0.2891833  -0.02326047
  0.1092609  -0.4520455  -0.04802225 -0.25710124  0.32219258 -0.10334453
  0.11487398 -0.7103846  -0.52444667 -0.06514803  0.06956312  0.09786894
  0.1185838   0.07580511 -0.37283736  0.08489196  0.01388546  0.31979913
  0.34957325 -0.6063719  -0.05702274  0.05847144  0.38845798 -0.09079007
  0.1367979   0.03248987 -0.15377879  0.06354441  0.07552963  0.17829618
  0.02245995 -0.10908575 -0.37068096 -0.08667848 -0.22569752  0.44518614
  0.19192666  0.07347611  0.24775574  0.27862862 -0.41453356  0.47039425
  0.03597106  0.04838914 -0.4417686  -0.47914192  0.05177971  0.14005598
 -0.02074837  0.26508436 -0.07794927 -0.34129316  0.14078395  0.1379571
  0.09978768  0.05287713 -0.33124936 -0.1587756  -0.51712847  0.37966603
  0.1916379  -0.09944969 -0.04760929  0.24691811  0.15770158  0.21327874
 -0.47643968 -0.38661847 -0.5531096  -0.26566228 -0.17309757  0.2938081
  0.26862895  0.049647  ]"
1365,BA4818,"[ 0.02944994 -0.0119028   0.08369477 -0.41090742 -0.19787192 -0.61283827
 -0.1694698  -0.3062268   0.2294696   0.17243892  0.5601954   0.22810134
  0.02554388 -0.3548949   0.3368256   0.85306025 -0.4094645   0.47402355
  0.11991501  0.15608898  0.21121877 -0.06145558  0.64403087  0.21613991
 -0.15969726 -0.16769339  0.4797971   0.09148426  0.00363342 -0.22626337
 -0.4325695   0.3335087   0.12935302 -0.10329688  0.39982513  0.6523176
 -0.3406038   0.22083232 -0.643187    0.03783467 -0.15705492  0.33035132
 -0.4309842   0.69927436  0.23704636  0.0396589   0.40670094 -0.13129544
 -0.00314265  0.23885739 -0.5069818   0.1697409   0.466049   -0.07883117
 -0.06138679 -0.67584926 -0.04745271 -0.25133353  0.26753643 -0.39526173
 -0.00621374 -0.6926117  -0.44263178 -0.0413245   0.22946894  0.17401046
  0.01386186  0.19757247 -0.44364238  0.13455269  0.09632616  0.10400829
  0.48811874 -0.22570685 -0.24751568  0.00197247  0.31287    -0.42485672
  0.13076854  0.37550843 -0.08536634 -0.13187611 -0.07292856  0.00222652
  0.23890561 -0.0598113  -0.5857692   0.08744644  0.08443981  0.35910213
  0.11301453 -0.0091852   0.2087082   0.11651323 -0.2031556   0.47372285
 -0.0402829  -0.18075347 -0.4123117  -0.7713461   0.18327206  0.09071325
  0.24539566  0.14912653  0.19814178 -0.39417917 -0.19432485  0.21362755
  0.21240465 -0.05614807 -0.21005286 -0.12182181 -0.6952723   0.43325007
  0.28699467 -0.13540015 -0.20249426  0.46479478  0.2134977   0.44118047
 -0.70044774 -0.41328242 -0.5301482  -0.12033993 -0.02741523  0.37256908
  0.40834275 -0.14725773]"
