head_label,tail_label,head_name,tail_name
EA3340,BA6743,上身,下身
EA3340,BA6744,上身,下身
EA3340,DA9267,上身,下身
EA3340,DA9207,上身,下身
EA3340,DA9304,上身,下身
EA3340,DA9337,上身,下身
EA3340,CA2557,上身,下身
EA3340,BA6310,上身,下身
EA3340,DA9210,上身,下身
EA3340,BA6313,上身,下身
EA3340,BA6618,上身,下身
EA3340,DA9370,上身,下身
EA3340,DA8853,上身,下身
EA3340,DA9185,上身,下身
EA3340,CA2409,上身,下身
EA3340,DA9328,上身,下身
EA3340,DA9215,上身,下身
AB12854,CA2470,上身,下身
AB12854,BA6446,上身,下身
AB12854,BA6429,上身,下身
AB12854,BA6644,上身,下身
AB12854,BA6400,上身,下身
AB12854,BA6646,上身,下身
AB12854,BA6510,上身,下身
AB12854,BA6411,上身,下身
AB12854,BA6526,上身,下身
AB12854,DA8951,上身,下身
AB12854,DA9113,上身,下身
AB12854,DA9093,上身,下身
AB12854,DA8949,上身,下身
AB12854,DA9039,上身,下身
AB12854,CA2560,上身,下身
AB12854,BA6568,上身,下身
AB12854,CA2436,上身,下身
AB12854,DA8894,上身,下身
AB12854,BA6502,上身,下身
AB12854,BA6440,上身,下身
AB1093,CA2469,上身,下身
AB1093,CA2527,上身,下身
AB1093,BA6443,上身,下身
AB1093,BA6432,上身,下身
AB1093,DA8946,上身,下身
AB1093,BA6558,上身,下身
AB1093,BA6588,上身,下身
AB1093,DA9151,上身,下身
AB1093,BA6440,上身,下身
AB1093,BA3759,上身,下身
AB1093,BA6519,上身,下身
AB1093,BA6580,上身,下身
AB1093,BA6590,上身,下身
AB1093,DA9131,上身,下身
AB1093,CA2475,上身,下身
AB1093,CA2528,上身,下身
AB1093,BA6444,上身,下身
AB1093,DA9059,上身,下身
AB1093,DA9093,上身,下身
AB1093,BA6450,上身,下身
AB10786,BA6423,上身,下身
AB10786,BA6517,上身,下身
AB10786,DA8980,上身,下身
AB10786,CA2491,上身,下身
AB10786,CA2545,上身,下身
AB10786,CA2431,上身,下身
AB10786,BA6689,上身,下身
AB10786,BA6441,上身,下身
AB10786,CA2427,上身,下身
AB10786,BA6459,上身,下身
AB10786,CA2444,上身,下身
AB10786,DA9194,上身,下身
AB10786,DA9094,上身,下身
AB10786,BA6527,上身,下身
AB10786,BA6501,上身,下身
AB10786,BA6396,上身,下身
AB10786,DA8999,上身,下身
AB10786,BA6464,上身,下身
AB10786,CA2540,上身,下身
AB10786,CA2449,上身,下身
AB15867,BA6675,上身,下身
AB15867,BA6627,上身,下身
AB15867,BA6728,上身,下身
AB15867,BA6375,上身,下身
AB15867,BA6664,上身,下身
AB15867,CA2580,上身,下身
AB15867,DA8676,上身,下身
AB15867,CA2376,上身,下身
AB15867,DA8823,上身,下身
AB15867,BA6720,上身,下身
AB15867,CA2393,上身,下身
AB15867,BA2370,上身,下身
AB15867,BA6606,上身,下身
AB15867,DA8836,上身,下身
AB15867,BA6256,上身,下身
AB15867,BA6605,上身,下身
AB15867,BA6736,上身,下身
AB15867,CA2576,上身,下身
AB15867,DA9240,上身,下身
AB15867,DA9263,上身,下身
AB13914,BA6595,上身,下身
AB13914,BA6387,上身,下身
