head_label,tail_label,head_name,tail_name
AB9965,BA5867,上身,下身
AB9965,BA5437,上身,下身
AB9965,BA4927,上身,下身
AB14266,BA2625,上身,下身
AB14266,DA9042,上身,下身
AB14266,CA2339,上身,下身
AB14266,BA5879,上身,下身
AB14266,BA6643,上身,下身
AB14266,BA5391,上身,下身
AB14266,DA9240,上身,下身
AB14266,CA2542,上身,下身
AB14266,BA5654,上身,下身
AB14266,CA2011,上身,下身
AB15381,BA6548,上身,下身
AB15381,BA6127,上身,下身
AB15381,CA1214,上身,下身
AB15381,BA5042,上身,下身
AB15381,BA1464,上身,下身
AB15381,BA4038,上身,下身
AB15381,BA6386,上身,下身
AB15381,BA5450,上身,下身
AB15381,BA4930,上身,下身
AB15381,BA4716,上身,下身
AB12790,BA5471,上身,下身
AB12790,CA2556,上身,下身
AB12790,BA4360,上身,下身
AB12790,BA5088,上身,下身
AB12790,CA2154,上身,下身
AB12790,BA5052,上身,下身
AB12790,BA6068,上身,下身
AB12790,BA5099,上身,下身
AB12790,BA5555,上身,下身
AB12790,BA5818,上身,下身
AB12713,BA5846,上身,下身
AB12713,BA5413,上身,下身
AB12713,BA5375,上身,下身
AB12713,BA4931,上身,下身
AB12713,CA1965,上身,下身
AB12713,CA2273,上身,下身
AB12713,CA1945,上身,下身
AB12713,BA4021,上身,下身
AB12713,CA1950,上身,下身
AB12713,BA5978,上身,下身
AB12113,CA1857,上身,下身
AB12113,CA1674,上身,下身
AB12113,CA1204,上身,下身
AB12113,BA5363,上身,下身
AB12113,BA5805,上身,下身
AB12113,CA2309,上身,下身
AB12113,BA5881,上身,下身
AB12113,CA1958,上身,下身
AB12113,BA5744,上身,下身
AB12113,DA8672,上身,下身
AB15009,BA6817,上身,下身
AB15009,BA5730,上身,下身
AB15009,CA1513,上身,下身
AB15009,CA2067,上身,下身
AB15009,BA5871,上身,下身
AB15009,CA1809,上身,下身
AB15009,CA1731,上身,下身
AB15009,DA9027,上身,下身
AB15009,BA3883,上身,下身
AB15009,CA2210,上身,下身
AB13042,BA5721,上身,下身
AB13042,BA5867,上身,下身
AB13042,BA5360,上身,下身
AB13042,BA6166,上身,下身
AB13042,CA1694,上身,下身
AB13042,BA6124,上身,下身
AB13042,BA6475,上身,下身
AB13042,BA5251,上身,下身
AB13042,CA2451,上身,下身
AB13042,DA9318,上身,下身
AB11876,CA2057,上身,下身
AB11876,CA1677,上身,下身
AB11876,CA1782,上身,下身
AB11876,BA6120,上身,下身
AB11876,BA4247,上身,下身
AB11876,CA1899,上身,下身
AB11876,BA3799,上身,下身
AB11876,CA1713,上身,下身
AB11876,BA5655,上身,下身
AB11876,CA2330,上身,下身
AB13351,BA5615,上身,下身
AB13351,BA5530,上身,下身
AB13351,CA1236,上身,下身
AB13351,BA3901,上身,下身
AB13351,CA2274,上身,下身
AB13351,CA2017,上身,下身
AB13351,BA4873,上身,下身
AB13351,CA2540,上身,下身
AB13351,CA2148,上身,下身
AB13351,CA1835,上身,下身
AB12453,BA6192,上身,下身
AB12453,BA5890,上身,下身
AB12453,BA5723,上身,下身
AB12453,BA6600,上身,下身
AB12453,BA4850,上身,下身
AB12453,CA1561,上身,下身
AB12453,BA3409,上身,下身
AB12453,BA5481,上身,下身
AB12453,CA2272,上身,下身
AB12453,BA4644,上身,下身
AB13694,DA9283,上身,下身
AB13694,BA4927,上身,下身
AB13694,BA4899,上身,下身
AB13694,CA2196,上身,下身
AB13694,DA9210,上身,下身
AB13694,CA1923,上身,下身
AB13694,CA2492,上身,下身
AB13694,CA2429,上身,下身
AB13694,CA2381,上身,下身
AB13694,DA9000,上身,下身
AB15071,BA4037,上身,下身
AB15071,CA2416,上身,下身
AB15071,BA2676,上身,下身
AB15071,BA6653,上身,下身
AB15071,BA5535,上身,下身
AB15071,BA5617,上身,下身
AB15071,CA1756,上身,下身
AB15071,CA2503,上身,下身
AB15071,BA5396,上身,下身
AB15071,BA3356,上身,下身
AB11710,BA6070,上身,下身
AB11710,BA2125,上身,下身
AB11710,DA9160,上身,下身
AB11710,CA1753,上身,下身
AB11710,CA2079,上身,下身
AB11710,BA5218,上身,下身
AB11710,DA9156,上身,下身
AB11710,CA2185,上身,下身
AB11710,BA6677,上身,下身
AB11710,DA9147,上身,下身
AB17109,BA5976,上身,下身
AB17109,BA5618,上身,下身
AB17109,BA5513,上身,下身
AB17109,BA4933,上身,下身
AB17109,BA6450,上身,下身
AB17109,BA6676,上身,下身
AB17109,CA2231,上身,下身
AB17109,CA2528,上身,下身
AB17109,CA2364,上身,下身
AB17109,DA9113,上身,下身
